        52603.459798    16.300     0.147
        52620.419981    17.063     0.105
        52620.435538    17.002     0.085
        52620.450632    16.989     0.085
        52636.361783    16.916     0.111
        52636.375912    16.823     0.096
        52636.390102    16.895     0.094
        52636.404299    16.988     0.098
        52636.418502    17.174     0.117
        52650.287494    16.746     0.070
        52650.304481    16.797     0.070
        52650.318898    16.852     0.068
        52650.333237    16.869     0.065
        52650.347473    16.844     0.065
        52653.316478    16.878     0.091
        52653.331863    16.890     0.087
        52653.347199    16.981     0.094
        52653.362573    16.960     0.094
        52653.378034    17.032     0.100
        52680.246156    16.449     0.063
        52680.262767    16.484     0.064
        52680.278943    16.581     0.069
        52680.294731    16.818     0.078
        52680.325414    16.771     0.069
        52680.349608    16.915     0.073
        52680.367948    16.841     0.068
        52680.384454    16.848     0.069
        52680.401809    16.900     0.079
        52695.253705    16.894     0.080
        52695.270638    16.995     0.074
        52695.286421    17.010     0.076
        52695.302876    17.003     0.072
        52695.319308    17.082     0.083
        52712.237722    16.734     0.150
        52722.263925    16.797     0.052
        52722.280529    16.763     0.054
        52722.294718    16.782     0.057
        52722.310582    16.811     0.057
        52722.326894    16.823     0.063
        52751.189844    16.644     0.061
        52751.201834    16.696     0.076
        52751.213465    16.823     0.074
        52751.231203    16.858     0.074
        52751.242860    16.787     0.068
        52770.152318    16.544     0.139
        52770.163832    16.481     0.133
        52770.175443    16.399     0.122
        52770.199002    16.661     0.159
        52781.156728    16.414     0.057
        52781.167540    16.439     0.061
        52781.178440    16.368     0.059
        52781.189266    16.487     0.067
        52781.200068    16.461     0.067
        52977.392539    16.808     0.087
        52977.403653    16.816     0.084
        52977.414863    16.857     0.083
        52977.426065    16.745     0.071
        52977.437381    16.686     0.066
        52978.387300    16.817     0.091
        52978.400132    16.896     0.093
        52978.412895    16.737     0.083
        52978.425757    16.690     0.083
        52978.438338    16.787     0.087
        52988.334792    16.469     0.063
        52988.347810    16.506     0.063
        52988.360745    16.536     0.065
        52988.373724    16.575     0.067
        52988.386619    16.536     0.063
