        52693.417445    16.314     0.048
        52693.433834    16.334     0.050
        52693.449455    16.406     0.054
        52693.464783    16.480     0.057
        52693.480248    16.442     0.057
        52721.314652    16.284     0.044
        52721.327209    16.298     0.044
        52721.339825    16.351     0.046
        52721.352429    16.399     0.050
        52721.365186    16.389     0.050
        52750.289531    16.301     0.055
        52750.300141    16.332     0.054
        52750.310737    16.357     0.063
        52750.321338    16.412     0.063
        52750.331940    16.343     0.078
        52781.219879    16.578     0.057
        52781.230514    16.618     0.057
        52781.251953    16.594     0.057
        52781.262671    16.632     0.059
        52801.218311    15.548     0.078
        52801.228563    15.619     0.085
        52801.238687    15.743     0.094
        52801.248751    15.800     0.102
        52801.258922    15.924     0.107
        52809.221339    16.559     0.061
        52809.231210    16.491     0.059
        52809.241018    16.521     0.061
        52809.250970    16.541     0.061
        52809.260851    16.585     0.065
        52830.174016    16.045     0.068
        52830.183829    15.947     0.065
        52830.193695    16.021     0.068
        52830.203550    16.071     0.072
        52830.213345    16.055     0.072
        52846.160350    16.106     0.053
        52846.170391    16.218     0.056
        52846.180431    16.196     0.057
        52846.190422    16.229     0.059
        52846.200462    16.189     0.059
        52988.424056    16.268     0.092
        52988.441425    16.292     0.086
        52988.461410    16.379     0.084
        53008.485551    15.824     0.036
        53008.499939    15.857     0.036
        53008.514104    15.936     0.036
        53038.444413    15.970     0.055
        53038.457311    16.023     0.054
        53038.469901    15.987     0.065
        53038.482900    16.103     0.078
        53038.499861    16.038     0.054
        53045.379626    16.556     0.089
        53045.390868    16.415     0.078
        53045.402197    16.435     0.076
        53045.413455    16.532     0.083
        53045.424640    16.503     0.080
        53096.327681    16.082     0.065
        53096.337914    16.038     0.063
        53096.348333    16.166     0.067
        53096.359024    16.227     0.068
        53096.369806    16.170     0.065
        53108.305995    15.809     0.026
        53108.316882    15.770     0.026
        53108.327886    15.868     0.026
        53108.338834    15.866     0.026
        53108.349756    15.911     0.026
        53125.290537    16.254     0.078
        53125.300478    16.352     0.085
        53125.310426    16.394     0.087
        53125.320374    16.390     0.093
        53125.330387    16.387     0.089
        53134.247859    16.072     0.041
        53134.257346    15.746     0.030
        53134.266768    15.527     0.024
        53134.276188    15.448     0.022
        53134.285632    15.465     0.024
        53155.252451    16.249     0.080
        53155.261201    16.532     0.109
        53155.270010    16.384     0.094
        53155.278793    16.414     0.100
        53155.287555    16.483     0.105
        53193.180665    15.847     0.035
        53193.200640    15.956     0.039
        53214.162349    16.580     0.109
        53214.194123    16.489     0.128
        53244.133824    16.476     0.100
        53244.144004    16.313     0.089
        53244.154208    16.453     0.104
        53244.164394    16.396     0.100
        53244.174597    16.382     0.104
        53359.490049    15.889     0.030
        53359.502848    15.965     0.031
        53359.515618    16.025     0.037
        53359.528773    16.090     0.037
        53362.487500    16.350     0.056
        53362.501014    16.339     0.053
        53362.514520    16.379     0.053
        53362.527995    16.475     0.119
        53451.344973    16.308     0.061
        53451.355967    16.255     0.059
        53451.366745    16.281     0.059
        53451.377764    16.320     0.063
        53451.388539    16.361     0.063
        53461.336017    16.102     0.037
        53461.346332    16.185     0.041
        53461.356864    16.196     0.043
        53461.367215    16.217     0.044
        53461.378321    16.252     0.046
        53489.252174    16.239     0.050
        53489.262387    16.238     0.048
        53489.274836    16.235     0.059
        53489.299464    16.418     0.130
        53535.220436    16.466     0.065
        53535.230452    16.464     0.065
        53535.240471    16.484     0.067
        53535.250488    16.505     0.067
        53599.144180    15.891     0.063
        53599.156810    16.000     0.076
        53599.169399    16.034     0.080
        53599.194597    16.270     0.107
        53607.128264    16.535     0.074
        53607.139843    16.412     0.126
        53607.162732    16.540     0.072
        53725.471911    16.054     0.048
        53725.485007    16.095     0.048
        53725.498085    16.134     0.048
        53725.511709    16.128     0.046
        53725.525434    16.152     0.046
        53755.408556    16.108     0.055
        53755.421605    16.244     0.061
        53755.434801    16.214     0.057
        53755.447503    16.222     0.055
        53755.460411    16.296     0.059
        53774.419411    16.405     0.059
        53774.432008    16.476     0.059
        53774.444807    16.417     0.055
        53774.457560    16.486     0.052
        53774.470302    16.441     0.057
        53803.351520    16.404     0.068
        53803.363570    16.388     0.064
        53803.375387    16.334     0.061
        53803.387631    16.398     0.064
        53803.399440    16.424     0.061
        53807.366920    15.830     0.054
        53807.379212    15.814     0.053
        53807.391314    15.832     0.059
        53833.279903    16.515     0.068
        53833.290845    16.593     0.066
        53833.301151    16.620     0.071
        53833.311717    16.637     0.069
        53858.251223    16.246     0.111
        53858.261689    16.476     0.119
        53858.271843    16.377     0.087
        53858.282029    16.403     0.083
        53858.292326    16.331     0.063
        53864.247244    15.684     0.061
        53864.256854    15.716     0.061
        53864.266457    15.801     0.066
        53864.276142    15.797     0.064
        53876.258857    16.151     0.056
        53876.269800    15.912     0.054
        53876.291626    15.815     0.043
        53905.216658    15.496     0.026
        53905.226568    15.593     0.030
        53905.236296    15.620     0.031
        53905.245995    15.714     0.033
        53905.259515    15.834     0.038
        53933.169409    15.759     0.036
        53933.179968    15.713     0.036
        53933.190349    15.748     0.038
        53933.200609    15.744     0.045
        53933.210971    15.795     0.056
        53954.148617    16.310     0.120
        53954.160632    16.491     0.141
        53954.172698    16.584     0.163
        54079.426617    16.320     0.107
        54079.438457    16.385     0.107
        54079.450296    16.292     0.093
        54079.462202    16.406     0.094
        54079.474047    16.332     0.085
        54108.448365    16.376     0.072
        54108.461325    16.364     0.076
        54108.474067    16.386     0.080
        54108.486799    16.464     0.081
        54108.499587    16.508     0.081
        54125.384537    16.496     0.079
        54125.396144    16.572     0.081
        54125.408743    16.649     0.087
        54125.421109    16.464     0.081
        54125.432833    16.564     0.087
        54139.387299    16.658     0.152
        54139.399021    16.338     0.102
        54139.410575    16.625     0.168
        54139.423303    16.714     0.163
        54139.435308    16.721     0.173
        54157.384176    15.645     0.033
        54157.395510    15.699     0.033
        54157.417437    15.747     0.031
        54167.378833    16.396     0.096
        54465.454913    15.945     0.054
        54465.467290    15.592     0.040
        54465.480287    15.573     0.038
        54465.492655    15.553     0.038
        54465.505293    15.690     0.041
        54483.461972    16.354     0.063
        54483.487290    16.352     0.066
        54496.478955    16.228     0.048
        54496.491228    16.228     0.051
        54496.503033    16.256     0.049
        54496.515110    16.256     0.049
        54496.527247    16.328     0.056
        54524.390588    16.000     0.038
        54524.402095    16.051     0.043
        54524.413722    16.119     0.045
        54524.425187    16.155     0.045
        54524.437221    16.228     0.048
        54539.320281    15.927     0.038
        54539.330690    15.964     0.036
        54539.341103    16.054     0.040
        54539.351615    16.017     0.038
        54539.362228    16.126     0.041
        54571.329109    16.485     0.084
        54587.252696    16.554     0.107
        54587.262914    16.457     0.102
        54587.274006    16.428     0.094
        54587.284214    16.380     0.091
        54587.294270    16.351     0.089
        54620.218679    16.114     0.059
        54620.228928    15.933     0.049
        54620.239141    15.758     0.046
        54620.249284    15.669     0.043
        54620.259424    15.701     0.045
